,age,job,marital,loan,day,duration,pdays,previous,poutcome,y
1040,55,blue-collar,divorced,no,3,296,270,3,failure,yes
1041,39,admin.,divorced,yes,25,259,-1,0,unknown,no
1042,30,admin.,single,no,6,121,112,3,other,no
1043,41,blue-collar,married,no,15,432,-1,0,unknown,no
1044,44,unemployed,married,no,8,126,-1,0,unknown,no
1045,58,management,married,no,16,120,-1,0,unknown,no
1046,35,retired,married,no,29,136,-1,0,unknown,no
1047,27,blue-collar,married,no,17,1130,-1,0,unknown,no
1048,34,services,married,no,17,330,127,3,success,yes
1049,25,services,married,no,23,305,-1,0,unknown,no
1050,36,blue-collar,married,no,20,332,-1,0,unknown,no
1051,38,blue-collar,married,no,9,412,-1,0,unknown,no
1052,30,admin.,married,no,11,157,-1,0,unknown,no
1053,47,blue-collar,divorced,no,30,71,-1,0,unknown,no
1054,41,services,divorced,no,8,297,-1,0,unknown,no
1055,36,management,single,no,18,307,-1,0,unknown,no
1056,63,entrepreneur,married,no,4,250,187,2,success,yes
1057,23,management,single,no,30,119,-1,0,unknown,no
1058,32,management,married,no,7,116,-1,0,unknown,no
1059,57,retired,married,no,7,274,-1,0,unknown,no
1060,48,management,married,no,5,389,64,2,success,yes
1061,49,services,married,no,4,143,-1,0,unknown,no
1062,50,technician,married,yes,28,860,-1,0,unknown,no
1063,33,blue-collar,married,no,21,420,-1,0,unknown,no
1064,53,services,divorced,no,28,213,-1,0,unknown,no
1065,30,unemployed,married,no,18,756,-1,0,unknown,no
1066,38,technician,married,no,7,259,-1,0,unknown,no
1067,44,management,married,no,23,201,-1,0,unknown,no
1068,39,admin.,single,yes,13,19,-1,0,unknown,no
1069,45,technician,single,yes,18,53,172,3,failure,no
1070,36,blue-collar,married,no,14,224,-1,0,unknown,yes
1071,38,blue-collar,married,no,13,57,349,1,other,no
1072,36,housemaid,married,no,30,251,-1,0,unknown,no
1073,30,management,single,no,16,39,342,3,failure,no
1074,28,technician,divorced,yes,18,54,-1,0,unknown,no
1075,26,unemployed,married,yes,23,28,-1,0,unknown,no
1077,38,admin.,married,no,27,164,130,2,failure,yes
1078,32,technician,single,no,7,268,-1,0,unknown,no
1079,50,admin.,divorced,yes,17,148,-1,0,unknown,no
1080,43,blue-collar,married,no,7,228,-1,0,unknown,no
1081,48,admin.,married,no,18,139,-1,0,unknown,no
1082,57,housemaid,married,no,18,89,-1,0,unknown,no
1083,64,housemaid,married,no,15,250,182,1,success,no
1084,26,services,divorced,no,23,106,-1,0,unknown,no
1085,33,blue-collar,married,no,18,968,-1,0,unknown,yes
1086,50,self-employed,married,yes,6,168,-1,0,unknown,no
1087,47,self-employed,married,no,24,408,-1,0,unknown,no
1088,39,management,single,no,23,56,-1,0,unknown,no
1089,52,services,married,yes,28,55,-1,0,unknown,no
1090,31,blue-collar,single,no,29,76,-1,0,unknown,no
1091,50,blue-collar,married,no,11,72,-1,0,unknown,no
1092,47,technician,married,no,13,99,-1,0,unknown,no
1093,30,management,single,no,27,13,-1,0,unknown,no
1094,32,technician,single,no,14,178,-1,0,unknown,no
1095,36,technician,married,no,9,287,-1,0,unknown,no
1096,46,technician,married,no,14,141,346,2,other,no
1097,45,management,divorced,no,21,127,100,2,failure,no
1098,37,technician,single,no,4,69,-1,0,unknown,no
1099,58,housemaid,married,no,4,763,-1,0,unknown,no
1100,59,management,married,no,17,122,92,1,failure,no
1101,28,management,married,no,18,143,-1,0,unknown,no
1102,48,management,married,no,2,316,-1,0,unknown,no
1103,55,blue-collar,married,no,30,89,-1,0,unknown,no
1104,37,blue-collar,single,no,15,151,352,1,failure,no
1105,41,management,married,no,19,40,-1,0,unknown,no
1106,35,blue-collar,married,yes,4,5,808,12,failure,no
1107,34,blue-collar,single,no,18,90,-1,0,unknown,no
1108,43,management,single,no,21,50,113,5,other,no
1109,59,technician,married,no,15,159,378,3,failure,yes
1110,50,blue-collar,divorced,yes,10,369,-1,0,unknown,no
1111,37,technician,married,no,22,344,182,8,other,yes
1112,35,technician,married,no,4,256,94,1,failure,no
1113,50,technician,single,no,26,298,-1,0,unknown,no
1114,36,technician,divorced,yes,11,268,-1,0,unknown,no
1115,41,admin.,married,no,13,231,-1,0,unknown,no
1116,28,management,married,no,27,4,-1,0,unknown,no
1117,42,technician,single,no,12,78,292,3,failure,no
1118,60,retired,married,no,5,419,-1,0,unknown,no
1119,28,management,single,no,13,421,-1,0,unknown,no
1120,48,entrepreneur,married,yes,10,105,-1,0,unknown,no
1121,51,entrepreneur,married,no,6,42,-1,0,unknown,no
1122,32,technician,married,no,26,114,287,3,failure,no
1123,35,technician,married,no,26,286,-1,0,unknown,no
1124,37,technician,married,no,1,238,107,2,success,yes
1125,38,blue-collar,divorced,no,11,91,-1,0,unknown,no
1126,77,retired,married,no,13,766,-1,0,unknown,no
1127,32,management,single,no,28,92,-1,0,unknown,no
1128,43,technician,divorced,no,4,211,-1,0,unknown,no
1129,36,management,single,no,7,160,360,3,failure,no
1130,29,management,married,no,3,166,-1,0,unknown,no
1131,32,admin.,single,no,21,195,-1,0,unknown,no
1132,41,management,divorced,yes,16,106,-1,0,unknown,no
1133,26,services,single,yes,23,85,-1,0,unknown,no
1134,34,blue-collar,married,no,24,78,-1,0,unknown,no
1135,57,retired,married,yes,28,648,-1,0,unknown,yes
1136,36,services,single,no,18,177,174,1,other,no
1137,42,blue-collar,married,no,27,32,-1,0,unknown,no
1138,35,technician,divorced,no,29,24,-1,0,unknown,no
1139,52,entrepreneur,divorced,no,7,688,-1,0,unknown,no
1140,36,management,single,no,27,21,-1,0,unknown,no
1141,46,technician,married,no,27,112,-1,0,unknown,no
1142,60,management,divorced,no,3,593,-1,0,unknown,yes
1143,57,housemaid,married,yes,7,59,-1,0,unknown,no
1144,48,management,married,no,29,121,-1,0,unknown,no
1145,59,self-employed,married,no,28,97,-1,0,unknown,no
1146,39,management,married,no,11,86,-1,0,unknown,no
1147,44,blue-collar,married,yes,14,10,-1,0,unknown,no
1148,27,management,single,no,23,205,-1,0,unknown,no
1149,59,retired,married,no,9,77,-1,0,unknown,no
1150,36,technician,divorced,no,18,138,-1,0,unknown,no
1151,44,admin.,married,no,3,289,-1,0,unknown,yes
1152,50,admin.,married,no,4,86,-1,0,unknown,no
1153,41,management,divorced,no,22,9,-1,0,unknown,no
1154,47,admin.,married,yes,14,225,364,1,failure,no
1155,32,technician,single,no,22,407,-1,0,unknown,no
1156,38,blue-collar,married,yes,3,1030,-1,0,unknown,no
1157,55,blue-collar,married,no,13,123,-1,0,unknown,no
1158,38,management,single,no,22,119,-1,0,unknown,no
1159,31,management,single,no,18,175,293,5,failure,no
1160,38,blue-collar,divorced,no,9,299,-1,0,unknown,no
1161,29,unemployed,single,no,5,563,-1,0,unknown,no
1162,55,services,married,yes,9,241,-1,0,unknown,no
1163,35,unemployed,married,no,4,52,91,1,other,no
1164,40,self-employed,single,no,2,76,-1,0,unknown,no
1165,34,blue-collar,married,yes,19,441,-1,0,unknown,no
1166,32,technician,single,no,22,319,182,1,success,yes
1167,33,blue-collar,married,no,18,13,373,6,success,no
1168,33,management,married,no,16,803,-1,0,unknown,yes
1169,37,admin.,married,no,12,396,-1,0,unknown,no
1170,58,management,married,no,18,188,-1,0,unknown,no
1171,36,admin.,single,no,20,637,-1,0,unknown,no
1172,42,blue-collar,married,no,5,175,-1,0,unknown,no
1173,34,technician,single,no,6,945,139,1,success,no
1174,35,management,married,no,23,162,-1,0,unknown,no
1175,60,housemaid,married,no,12,1178,-1,0,unknown,no
1176,50,management,married,no,8,506,170,3,failure,no
1177,28,self-employed,single,no,12,409,-1,0,unknown,yes
1178,27,blue-collar,divorced,no,14,116,-1,0,unknown,no
1179,37,management,married,no,30,244,-1,0,unknown,yes
1180,31,technician,married,no,4,352,-1,0,unknown,yes
1181,34,services,married,no,12,152,182,6,success,yes
1182,38,management,married,no,21,164,-1,0,unknown,no
1183,32,self-employed,married,no,28,234,-1,0,unknown,no
1184,37,technician,married,no,27,154,-1,0,unknown,no
1185,33,admin.,married,no,7,566,-1,0,unknown,no
1186,71,technician,married,no,27,327,183,3,success,no
1187,27,technician,married,no,7,265,-1,0,unknown,no
1188,38,blue-collar,married,no,9,172,-1,0,unknown,no
1189,34,technician,single,no,22,257,-1,0,unknown,no
1190,54,retired,divorced,no,13,618,-1,0,unknown,yes
1191,30,blue-collar,married,no,28,241,-1,0,unknown,no
1192,35,entrepreneur,single,yes,21,936,-1,0,unknown,no
1193,33,blue-collar,single,no,7,329,322,1,failure,no
1194,36,management,married,no,14,24,346,1,failure,no
1195,59,self-employed,married,no,22,177,138,1,failure,no
1196,72,blue-collar,married,no,13,120,-1,0,unknown,no
1197,64,management,married,no,22,135,-1,0,unknown,no
1198,53,technician,divorced,no,9,175,-1,0,unknown,no
1199,35,management,single,no,25,179,-1,0,unknown,no
1200,58,self-employed,married,no,30,58,-1,0,unknown,no
1201,40,technician,married,no,17,342,-1,0,unknown,no
1202,41,services,divorced,no,13,139,-1,0,unknown,no
1203,48,retired,married,no,18,88,-1,0,unknown,no
1204,44,entrepreneur,married,yes,28,210,-1,0,unknown,no
1205,39,blue-collar,married,no,2,731,193,3,failure,no
1206,61,management,married,no,2,670,-1,0,unknown,yes
1207,36,entrepreneur,married,no,12,63,-1,0,unknown,no
1208,28,management,married,yes,8,70,-1,0,unknown,no
1209,58,retired,single,yes,4,72,274,4,failure,no
1210,60,admin.,divorced,no,15,241,364,1,failure,no
1211,66,admin.,single,no,5,272,-1,0,unknown,no
1212,36,management,single,no,28,207,98,1,failure,yes
1213,49,self-employed,married,no,15,64,-1,0,unknown,no
1214,40,services,married,no,12,543,-1,0,unknown,no
1215,23,technician,single,no,30,166,-1,0,unknown,no
1216,29,management,single,no,26,245,97,7,success,no
1217,44,blue-collar,married,yes,9,94,-1,0,unknown,no
1219,47,blue-collar,married,no,30,203,-1,0,unknown,no
1220,33,admin.,married,no,24,318,-1,0,unknown,no
1221,30,self-employed,married,no,13,158,-1,0,unknown,no
1222,27,admin.,single,yes,21,177,-1,0,unknown,no
1223,49,management,divorced,yes,17,56,103,2,other,no
1224,27,services,single,no,4,172,-1,0,unknown,no
1225,51,blue-collar,married,no,7,136,359,1,failure,no
1226,32,admin.,divorced,yes,18,82,363,2,other,no
1227,30,blue-collar,single,no,16,123,-1,0,unknown,no
1228,33,admin.,married,no,20,110,-1,0,unknown,no
1229,27,blue-collar,single,no,30,385,-1,0,unknown,no
1230,75,retired,divorced,no,18,415,-1,0,unknown,yes
1231,37,services,divorced,no,2,73,-1,0,unknown,no
1232,36,technician,single,no,16,243,-1,0,unknown,no
1233,37,blue-collar,married,no,9,137,-1,0,unknown,no
1234,35,management,married,no,23,55,-1,0,unknown,no
1235,32,services,married,yes,20,18,-1,0,unknown,no
1236,32,admin.,single,yes,16,255,-1,0,unknown,no
1237,35,admin.,married,no,11,95,-1,0,unknown,no
1238,31,blue-collar,married,yes,10,112,-1,0,unknown,no
1239,28,blue-collar,single,yes,5,205,-1,0,unknown,no
1240,27,services,married,no,18,97,370,1,failure,no
1241,22,student,single,no,2,154,-1,0,unknown,no
1242,35,blue-collar,married,no,13,135,370,2,failure,no
1243,69,retired,married,no,14,230,-1,0,unknown,no
1244,37,entrepreneur,single,yes,17,349,-1,0,unknown,no
1245,45,admin.,single,no,8,38,-1,0,unknown,no
1246,47,management,married,no,22,268,-1,0,unknown,no
1247,52,management,married,no,11,94,-1,0,unknown,no
1248,33,services,married,no,28,263,-1,0,unknown,no
1249,60,blue-collar,married,no,18,671,-1,0,unknown,yes
1250,33,management,divorced,yes,2,197,-1,0,unknown,no
1251,44,admin.,married,no,28,180,-1,0,unknown,no
1252,38,entrepreneur,married,no,20,452,-1,0,unknown,no
1253,54,entrepreneur,married,no,15,352,-1,0,unknown,no
1254,32,unemployed,divorced,no,15,175,-1,0,unknown,no
1255,33,technician,married,yes,19,163,-1,0,unknown,no
1256,55,services,divorced,no,29,200,-1,0,unknown,no
1257,51,blue-collar,married,yes,16,75,-1,0,unknown,no
1258,48,blue-collar,married,no,16,227,-1,0,unknown,no
1259,37,services,single,no,3,586,-1,0,unknown,no
1260,33,services,single,yes,10,119,-1,0,unknown,no
1261,30,blue-collar,married,yes,22,80,-1,0,unknown,no
1262,43,blue-collar,married,yes,12,112,330,3,other,no
1263,49,technician,married,no,19,130,-1,0,unknown,no
1264,54,unemployed,married,no,3,237,-1,0,unknown,no
1265,31,unemployed,married,no,26,377,-1,0,unknown,no
1267,36,unemployed,married,no,29,121,-1,0,unknown,no
1268,30,admin.,married,no,15,127,-1,0,unknown,no
1269,27,technician,single,no,1,650,-1,0,unknown,yes
1270,30,admin.,married,no,16,107,-1,0,unknown,no
1271,30,blue-collar,married,no,20,610,-1,0,unknown,no
1272,35,technician,divorced,no,25,124,-1,0,unknown,no
1273,33,services,divorced,no,8,216,-1,0,unknown,no
1274,43,blue-collar,divorced,yes,31,747,-1,0,unknown,no
1275,41,blue-collar,married,no,11,313,349,3,other,no
1276,41,management,divorced,no,23,252,185,5,other,yes
1277,46,admin.,divorced,no,13,121,-1,0,unknown,yes
1278,54,blue-collar,married,no,7,799,-1,0,unknown,no
1279,32,management,married,no,23,883,674,4,failure,no
1280,30,technician,single,no,16,197,-1,0,unknown,no
1281,40,entrepreneur,married,no,11,271,-1,0,unknown,no
1282,30,blue-collar,married,no,12,221,-1,0,unknown,no
1283,27,admin.,married,yes,14,243,-1,0,unknown,no
1284,41,blue-collar,married,no,15,72,-1,0,unknown,no
1285,54,services,married,no,2,155,-1,0,unknown,no
1286,32,management,single,no,28,70,-1,0,unknown,no
1287,31,management,married,no,11,280,-1,0,unknown,yes
1288,42,blue-collar,married,no,26,115,-1,0,unknown,no
1289,48,admin.,married,no,20,29,-1,0,unknown,no
1290,34,blue-collar,married,no,14,406,-1,0,unknown,no
1291,55,technician,divorced,yes,25,113,-1,0,unknown,no
1292,49,technician,married,no,30,47,-1,0,unknown,no
1293,46,management,divorced,no,5,36,-1,0,unknown,no
1294,47,entrepreneur,married,no,6,135,-1,0,unknown,no
1295,24,management,single,no,3,67,-1,0,unknown,no
1296,58,entrepreneur,married,no,16,684,-1,0,unknown,no
1297,32,management,single,no,21,686,-1,0,unknown,yes
1298,25,student,single,no,2,170,-1,0,unknown,no
1299,49,blue-collar,married,no,17,150,-1,0,unknown,no
1300,59,retired,divorced,no,14,1060,-1,0,unknown,yes
1301,30,management,single,no,6,122,-1,0,unknown,no
1302,46,blue-collar,married,no,26,724,-1,0,unknown,no
1303,42,management,married,no,19,230,92,1,success,yes
1304,37,entrepreneur,married,no,20,187,-1,0,unknown,no
1305,44,blue-collar,married,yes,19,179,-1,0,unknown,no
1306,49,services,married,yes,4,357,-1,0,unknown,no
1307,41,blue-collar,married,no,5,82,-1,0,unknown,no
1308,48,technician,married,no,26,176,-1,0,unknown,no
1309,31,management,married,no,7,424,138,1,failure,no
1310,37,student,married,no,18,115,-1,0,unknown,no
1311,51,services,married,no,3,177,211,3,failure,no
1312,80,retired,married,no,9,712,64,12,failure,yes
1313,32,management,single,no,6,118,-1,0,unknown,no
1314,48,services,married,no,2,25,-1,0,unknown,no
1315,49,blue-collar,married,no,12,753,-1,0,unknown,no
1316,30,management,married,no,17,124,-1,0,unknown,no
1317,27,self-employed,single,no,30,208,-1,0,unknown,no
1318,34,technician,married,no,13,136,-1,0,unknown,no
1319,49,management,married,no,19,1081,-1,0,unknown,yes
1320,48,management,married,no,7,376,339,7,failure,no
1321,40,services,married,no,4,78,-1,0,unknown,no
1322,38,blue-collar,married,no,18,354,-1,0,unknown,no
1323,46,blue-collar,married,no,6,29,356,2,failure,no
1324,41,entrepreneur,married,no,19,209,191,4,failure,no
1325,28,management,single,no,14,433,-1,0,unknown,no
1326,51,services,married,no,29,147,-1,0,unknown,no
1327,33,blue-collar,divorced,no,11,41,300,5,failure,no
1328,26,management,single,no,26,111,-1,0,unknown,no
1329,34,admin.,single,no,14,108,-1,0,unknown,no
1330,27,blue-collar,married,no,7,411,-1,0,unknown,no
1331,42,self-employed,married,no,10,108,-1,0,unknown,no
1332,45,admin.,married,no,3,224,-1,0,unknown,yes
1333,31,technician,single,no,12,1083,-1,0,unknown,no
1334,32,management,single,no,12,757,-1,0,unknown,yes
1335,39,blue-collar,married,no,17,57,-1,0,unknown,no
1336,26,blue-collar,single,yes,30,95,-1,0,unknown,no
1337,40,management,single,no,15,144,124,1,failure,no
1338,52,services,married,no,16,135,-1,0,unknown,no
1339,40,technician,single,no,15,176,-1,0,unknown,no
1340,48,technician,married,yes,7,524,-1,0,unknown,no
1341,31,services,married,no,13,65,-1,0,unknown,no
1342,27,admin.,married,yes,6,653,334,2,success,yes
1343,47,technician,married,no,11,91,100,2,other,yes
1344,28,management,single,no,10,93,-1,0,unknown,yes
1345,40,management,divorced,no,6,503,280,2,failure,no
1346,34,admin.,married,no,13,186,327,2,failure,no
1347,29,self-employed,married,no,23,121,-1,0,unknown,no
1348,36,management,married,yes,19,452,-1,0,unknown,no
1349,83,retired,married,no,22,883,140,1,failure,yes
1350,55,services,divorced,no,15,104,-1,0,unknown,no
1351,43,management,divorced,no,29,24,-1,0,unknown,no
1352,23,student,single,no,19,79,-1,0,unknown,no
1353,44,technician,married,no,4,178,-1,0,unknown,no
1354,58,blue-collar,married,no,15,74,-1,0,unknown,no
1355,29,admin.,single,no,10,217,184,7,other,no
1356,30,management,single,yes,2,475,-1,0,unknown,no
1357,29,admin.,single,no,7,127,-1,0,unknown,no
1358,41,technician,married,no,11,101,-1,0,unknown,no
1359,35,housemaid,married,no,14,340,-1,0,unknown,no
1360,31,technician,single,no,23,158,-1,0,unknown,no
1361,27,admin.,single,no,29,242,-1,0,unknown,no
1362,47,services,married,no,16,323,-1,0,unknown,no
1363,53,self-employed,married,yes,16,18,-1,0,unknown,no
1364,34,management,married,no,14,68,-1,0,unknown,no
1365,34,blue-collar,married,yes,9,134,-1,0,unknown,no
1366,36,management,married,no,14,113,-1,0,unknown,no
1367,40,technician,married,no,18,43,-1,0,unknown,no
1368,37,self-employed,single,no,17,200,-1,0,unknown,no
1369,65,retired,divorced,no,2,245,-1,0,unknown,no
1370,53,technician,divorced,no,16,343,-1,0,unknown,no
1371,28,technician,single,no,3,229,-1,0,unknown,no
1372,33,technician,divorced,no,23,530,-1,0,unknown,no
1373,56,blue-collar,married,no,13,58,-1,0,unknown,no
1374,45,self-employed,married,no,30,78,176,1,success,no
1375,39,technician,married,no,5,147,-1,0,unknown,no
1376,28,management,single,no,25,40,-1,0,unknown,no
1377,36,blue-collar,married,no,18,618,-1,0,unknown,no
1378,41,blue-collar,married,no,20,23,-1,0,unknown,no
1379,46,admin.,married,no,20,293,90,4,other,yes
1380,41,blue-collar,married,no,13,16,176,5,other,no
1381,59,services,married,no,23,286,-1,0,unknown,no
1382,24,admin.,married,no,6,209,321,1,failure,no
1383,34,management,married,no,21,935,-1,0,unknown,no
1384,40,blue-collar,married,no,27,260,-1,0,unknown,no
1385,42,admin.,married,no,16,298,-1,0,unknown,no
1386,50,services,married,no,15,397,337,1,failure,no
1387,25,management,single,no,17,113,479,1,failure,no
1388,51,services,divorced,no,17,76,-1,0,unknown,no
1389,50,management,married,yes,1,141,-1,0,unknown,no
1390,37,blue-collar,married,no,23,773,-1,0,unknown,no
1391,21,services,single,no,5,329,95,1,other,no
1392,52,blue-collar,married,no,7,423,-1,0,unknown,no
1393,55,retired,married,no,5,67,-1,0,unknown,no
1394,26,technician,single,yes,2,626,-1,0,unknown,no
1395,38,technician,married,no,18,578,-1,0,unknown,yes
1396,32,blue-collar,married,no,9,61,-1,0,unknown,no
1397,31,blue-collar,married,no,23,248,-1,0,unknown,no
1398,34,technician,single,yes,29,136,262,3,failure,no
1399,33,technician,single,no,21,126,-1,0,unknown,no
1400,35,technician,married,no,28,653,-1,0,unknown,no
1401,44,management,married,no,14,7,-1,0,unknown,no
1402,48,management,divorced,no,9,528,-1,0,unknown,no
1403,29,blue-collar,married,no,13,785,-1,0,unknown,no
1404,50,management,married,no,9,243,-1,0,unknown,no
1405,37,blue-collar,married,no,13,24,362,1,other,no
1406,44,admin.,single,no,19,82,-1,0,unknown,no
1407,36,unemployed,single,no,11,952,-1,0,unknown,no
1408,49,blue-collar,divorced,no,13,27,-1,0,unknown,no
1409,31,blue-collar,married,no,5,143,-1,0,unknown,no
1410,49,technician,divorced,no,12,274,-1,0,unknown,no
1411,35,blue-collar,single,no,16,1174,345,4,other,yes
1412,57,admin.,divorced,no,20,915,-1,0,unknown,no
1413,42,blue-collar,married,no,5,115,-1,0,unknown,no
1414,36,blue-collar,divorced,no,26,222,-1,0,unknown,no
1415,75,retired,divorced,no,15,341,-1,0,unknown,no
1416,38,blue-collar,single,no,21,112,-1,0,unknown,no
1417,40,blue-collar,married,no,6,64,-1,0,unknown,no
1418,38,services,single,no,13,937,-1,0,unknown,yes
1419,34,management,single,no,10,129,-1,0,unknown,no
1420,29,technician,single,no,11,59,-1,0,unknown,no
1421,28,admin.,married,no,29,79,225,2,success,no
1422,79,retired,married,no,9,151,-1,0,unknown,no
1423,51,admin.,divorced,no,19,83,-1,0,unknown,no
1424,32,student,single,no,6,101,3,6,other,no
1425,36,management,married,no,5,157,97,2,success,yes
1426,38,entrepreneur,married,yes,15,57,366,1,other,no
1427,49,self-employed,married,yes,13,176,-1,0,unknown,no
1428,42,services,married,no,11,222,-1,0,unknown,no
1429,43,blue-collar,married,no,2,217,-1,0,unknown,no
1430,34,blue-collar,married,no,26,252,-1,0,unknown,no
1431,59,retired,single,no,27,1063,-1,0,unknown,yes
1433,33,blue-collar,single,no,20,27,-1,0,unknown,no
1434,34,admin.,single,no,17,758,-1,0,unknown,no
1435,64,retired,married,no,29,301,-1,0,unknown,yes
1436,34,entrepreneur,married,no,16,574,-1,0,unknown,no
1437,77,retired,married,no,16,847,60,1,success,yes
1438,57,retired,married,yes,30,78,-1,0,unknown,no
1439,30,blue-collar,married,yes,27,514,-1,0,unknown,no
1440,56,housemaid,divorced,no,5,1558,-1,0,unknown,yes
1442,73,retired,married,no,20,146,190,3,success,no
1443,39,technician,single,no,14,272,-1,0,unknown,no
1444,57,technician,divorced,no,8,323,368,2,failure,no
1445,32,self-employed,married,no,11,712,-1,0,unknown,no
1446,32,technician,single,no,21,860,-1,0,unknown,yes
1447,45,admin.,married,no,20,75,-1,0,unknown,no
1448,32,blue-collar,married,no,19,191,-1,0,unknown,no
1449,31,management,married,yes,24,1441,-1,0,unknown,yes
1450,49,self-employed,married,no,12,428,-1,0,unknown,no
1451,29,services,married,no,28,322,-1,0,unknown,no
1452,55,technician,married,no,29,104,-1,0,unknown,no
1453,30,admin.,married,no,8,127,-1,0,unknown,no
1454,45,services,single,no,3,1259,-1,0,unknown,yes
1455,39,technician,married,no,28,114,-1,0,unknown,no
1456,36,admin.,married,yes,13,106,-1,0,unknown,no
1457,33,management,married,no,19,305,182,3,failure,no
1458,36,management,married,no,12,307,-1,0,unknown,yes
1459,31,technician,single,no,11,1504,-1,0,unknown,no
1460,36,technician,married,no,11,396,-1,0,unknown,no
1461,38,technician,single,no,1,71,-1,0,unknown,no
1463,40,technician,married,no,13,134,-1,0,unknown,no
1464,31,blue-collar,married,yes,5,166,-1,0,unknown,yes
1465,39,services,married,no,31,81,-1,0,unknown,no
1466,33,admin.,married,yes,4,77,-1,0,unknown,no
1467,53,services,divorced,no,12,80,-1,0,unknown,yes
1468,38,management,married,no,13,537,303,2,failure,no
1469,59,technician,married,no,15,415,89,1,success,yes
1470,55,blue-collar,married,no,19,291,-1,0,unknown,no
1471,38,technician,single,no,14,283,288,12,other,no
1472,48,services,married,no,20,70,-1,0,unknown,no
1473,53,blue-collar,married,no,5,611,-1,0,unknown,no
1474,44,admin.,divorced,no,9,132,-1,0,unknown,no
1475,57,management,married,no,18,26,-1,0,unknown,no
1476,29,blue-collar,single,no,11,262,-1,0,unknown,no
1477,31,services,married,no,21,272,-1,0,unknown,no
1478,35,technician,single,no,28,137,122,3,failure,no
1479,31,blue-collar,married,no,30,95,-1,0,unknown,no
1480,35,self-employed,married,no,19,140,-1,0,unknown,no
1481,40,management,single,no,16,71,-1,0,unknown,no
1482,39,blue-collar,married,no,7,502,7,2,failure,no
1483,43,technician,single,no,3,164,-1,0,unknown,no
1484,44,entrepreneur,married,yes,15,219,-1,0,unknown,no
1485,29,technician,single,no,12,328,183,4,success,yes
1486,40,technician,married,no,14,224,-1,0,unknown,no
1487,33,entrepreneur,married,no,18,63,-1,0,unknown,no
1488,46,management,married,no,29,24,-1,0,unknown,no
1490,26,admin.,single,no,30,84,-1,0,unknown,no
1491,41,technician,married,no,9,175,-1,0,unknown,no
1492,34,technician,married,no,21,12,-1,0,unknown,no
1493,39,technician,single,yes,25,40,-1,0,unknown,no
1494,27,services,single,no,18,217,-1,0,unknown,no
1495,31,blue-collar,married,yes,23,235,-1,0,unknown,no
1496,44,unemployed,single,no,28,255,-1,0,unknown,no
1497,55,retired,married,yes,8,256,-1,0,unknown,no
1498,51,blue-collar,divorced,no,30,41,-1,0,unknown,no
1499,50,management,married,yes,25,75,-1,0,unknown,no
1500,30,services,married,no,5,192,-1,0,unknown,no
1501,46,technician,married,no,28,796,-1,0,unknown,yes
1502,49,admin.,married,no,25,220,-1,0,unknown,no
1503,56,retired,married,yes,12,614,-1,0,unknown,no
1504,47,admin.,divorced,no,28,1126,-1,0,unknown,yes
1505,30,admin.,married,no,16,161,-1,0,unknown,no
1506,36,entrepreneur,single,no,25,141,-1,0,unknown,no
1507,40,management,married,yes,25,697,-1,0,unknown,no
1508,37,technician,single,no,9,223,-1,0,unknown,no
1509,42,admin.,divorced,no,30,931,-1,0,unknown,yes
1510,45,technician,married,no,17,483,116,1,failure,no
1511,34,unemployed,single,no,17,63,-1,0,unknown,no
1512,27,admin.,single,no,11,271,-1,0,unknown,no
1513,30,blue-collar,married,no,15,144,-1,0,unknown,no
1514,32,technician,married,yes,8,79,-1,0,unknown,no
1515,46,housemaid,married,no,21,171,-1,0,unknown,no
1516,29,self-employed,married,no,18,73,-1,0,unknown,no
1518,32,technician,married,no,20,60,343,4,failure,no
1519,49,unemployed,married,no,14,257,-1,0,unknown,no
1520,35,management,married,no,4,198,88,1,other,no
1521,38,blue-collar,married,no,13,217,327,1,failure,no
1522,39,entrepreneur,married,yes,19,134,-1,0,unknown,no
1523,34,technician,single,no,26,41,-1,0,unknown,no
1524,42,blue-collar,married,yes,19,611,175,12,other,no
1525,35,blue-collar,single,no,6,216,-1,0,unknown,no
1526,60,admin.,married,no,6,388,-1,0,unknown,no
1527,57,technician,divorced,no,5,242,-1,0,unknown,no
1528,31,blue-collar,single,no,7,387,-1,0,unknown,no
1529,29,management,single,no,7,90,-1,0,unknown,no
1530,41,services,married,no,20,281,-1,0,unknown,no
1531,46,blue-collar,married,no,17,332,-1,0,unknown,no
1532,33,technician,married,no,4,218,-1,0,unknown,yes
1533,32,blue-collar,single,no,21,650,-1,0,unknown,no
1534,54,management,divorced,yes,18,1034,-1,0,unknown,yes
1535,37,services,married,no,8,182,169,2,failure,no
1536,32,technician,single,no,25,156,-1,0,unknown,no
1537,43,management,married,no,6,171,-1,0,unknown,no
1538,50,blue-collar,divorced,no,19,265,127,4,other,no
1539,34,blue-collar,married,no,20,10,-1,0,unknown,no
1540,31,admin.,divorced,no,16,350,-1,0,unknown,no
1541,43,self-employed,married,no,17,65,131,1,failure,no
1542,49,entrepreneur,married,no,23,58,-1,0,unknown,no
1543,22,student,single,no,3,69,-1,0,unknown,no
1544,35,management,married,yes,29,127,-1,0,unknown,no
1545,56,admin.,married,no,19,154,-1,0,unknown,no
1546,53,blue-collar,married,no,31,36,-1,0,unknown,no
1547,54,entrepreneur,married,yes,5,85,196,3,failure,no
